,match_id,game_duration,result,champion_id,champion_name,deaths,control_wards_placed,enemy_missing_pings,enemy_vision_pings,first_blood_kill,first_blood_assist,surrender,early_surrender,gold_spent,role,item0,item1,item2,item3,item4,item5,item6,largest_killing_spree,kills,neutral_minions_killed,stolen_objects,stolen_objects_assist,pentakills,puuid,summoner_name,summoner_level,team_id,total_damage_dealt,total_damage_taken,jungle_stole,total_heal,total_heal_teammate,turret_kills,vision_score,wards_killed,wards_placed,win,assists,buff_stolen,first_turret,kda,kills_near_enemy_turrets,kills_under_turret,multi_kills,outnumbered_kills,save_ally,solo_kills,vision_per_min
226,BR1_3049857715,1727,GameComplete,64,LeeSin,3,7,5,0,False,False,False,False,13150,JUNGLE,3133,6692,6610,1037,3053,3111,3340,9,14,180,0,0,0,uM2JrJ-HnHjaEQXG4duo1huQOhsbqjBg0G16FdslZTzwhhKtWNCXQINSiuI3yZDJG-rR952V0lhtLQ,shiny curse,259,100,23873,44995,43,25543,0,0,36,4,17,True,5,4,1,6.333333333333333,5,0,3,0,0,2,1.2615605735116535
227,BR1_3049614480,1813,GameComplete,64,LeeSin,7,7,6,0,False,True,False,False,9800,JUNGLE,2055,6692,6610,3111,2021,1028,3340,2,4,147,0,0,0,uM2JrJ-HnHjaEQXG4duo1huQOhsbqjBg0G16FdslZTzwhhKtWNCXQINSiuI3yZDJG-rR952V0lhtLQ,shiny curse,258,100,20577,43716,4,21249,0,0,36,3,18,True,13,1,1,2.4285714285714284,1,0,0,0,0,0,1.2048072965274406
228,BR1_3049421362,1801,GameComplete,64,LeeSin,5,5,3,0,False,False,False,False,12425,JUNGLE,2055,6692,6610,3053,3047,3133,3340,4,8,193,0,0,0,uM2JrJ-HnHjaEQXG4duo1huQOhsbqjBg0G16FdslZTzwhhKtWNCXQINSiuI3yZDJG-rR952V0lhtLQ,shiny curse,258,200,18951,34931,37,17726,0,0,35,1,15,True,10,3,1,3.6,2,1,1,1,0,0,1.1743692926189493
229,BR1_3049376988,1886,GameComplete,64,LeeSin,5,10,7,1,False,False,False,False,12400,JUNGLE,0,6610,6692,3053,3047,3133,3340,6,11,175,0,0,0,uM2JrJ-HnHjaEQXG4duo1huQOhsbqjBg0G16FdslZTzwhhKtWNCXQINSiuI3yZDJG-rR952V0lhtLQ,shiny curse,258,100,26394,42220,14,24845,0,0,45,6,23,False,7,1,0,3.6,1,1,1,1,0,0,1.433057313049297
230,BR1_3045681003,1514,GameComplete,517,Sylas,9,2,3,1,False,False,True,False,11235,MIDDLE,3152,4646,2055,1082,3020,3157,3363,2,7,0,0,0,0,Oq3X5MsevBeeAG1C7jIew-6yDz8Rm_A7r-uo-xkmz4s1zbl0Hk_AU5iSx_zvdPnDSO_VYM3TnyxSGA,Zayco,1619,200,17821,34079,0,7925,0,2,9,0,7,False,6,0,0,1.4444444444444444,2,0,0,1,0,0,0.37593601966689455
231,BR1_3045661316,1485,GameComplete,910,Hwei,6,4,14,0,False,False,False,False,8450,MIDDLE,4628,1052,3020,6655,1052,0,3363,0,2,0,0,0,0,Oq3X5MsevBeeAG1C7jIew-6yDz8Rm_A7r-uo-xkmz4s1zbl0Hk_AU5iSx_zvdPnDSO_VYM3TnyxSGA,Zayco,1619,200,16501,16473,0,1085,0,1,18,1,10,False,9,0,0,1.8333333333333333,0,0,0,0,0,0,0.7595510318901617
232,BR1_3045641586,1560,GameComplete,555,Pyke,8,4,13,0,False,True,False,False,7550,UTILITY,3869,3179,3009,3814,0,0,3364,2,5,0,0,0,0,Oq3X5MsevBeeAG1C7jIew-6yDz8Rm_A7r-uo-xkmz4s1zbl0Hk_AU5iSx_zvdPnDSO_VYM3TnyxSGA,Zayco,1619,200,9783,19272,0,3712,0,1,92,13,43,True,9,0,0,1.75,0,2,0,0,0,0,3.5455365066857003
233,BR1_3045621157,2069,GameComplete,777,Yone,9,1,20,0,False,False,False,False,14025,MIDDLE,3031,2019,3006,3153,6673,1038,3363,2,10,9,0,0,0,Oq3X5MsevBeeAG1C7jIew-6yDz8Rm_A7r-uo-xkmz4s1zbl0Hk_AU5iSx_zvdPnDSO_VYM3TnyxSGA,Zayco,1618,100,36085,37913,1,8608,0,0,22,3,11,True,6,0,1,1.7777777777777777,2,1,0,2,0,3,0.6619828363623074
234,BR1_3045602696,1203,GameComplete,517,Sylas,6,0,8,0,False,False,True,False,5850,MIDDLE,3152,3916,1056,3020,1052,1052,3363,0,2,0,0,0,0,Oq3X5MsevBeeAG1C7jIew-6yDz8Rm_A7r-uo-xkmz4s1zbl0Hk_AU5iSx_zvdPnDSO_VYM3TnyxSGA,Zayco,1618,200,18374,21891,0,5130,0,0,9,0,5,False,4,0,0,1.0,0,0,0,1,0,0,0.4561368932091267
235,BR1_3045019344,1646,GameComplete,13,Ryze,5,0,11,6,False,False,False,False,13000,TOP,3040,3089,3135,0,0,3020,3364,4,6,8,0,0,0,0I6tHayp-EWPoQmhTIp7_5nr0JlCsGXFEfJ7MpPQeR4gnAPocYfvk2sabaRGuJVatMPUZLLKUI_ZGw,Chall no Fort,589,200,28871,23227,0,1744,0,1,12,2,3,False,3,0,0,1.8,2,0,2,1,0,1,0.45034391295262033
236,BR1_3045007835,1356,GameComplete,13,Ryze,1,0,7,2,False,False,False,False,12500,TOP,3040,4646,3089,3041,1052,3020,3364,6,10,4,0,0,0,0I6tHayp-EWPoQmhTIp7_5nr0JlCsGXFEfJ7MpPQeR4gnAPocYfvk2sabaRGuJVatMPUZLLKUI_ZGw,Chall no Fort,589,100,21453,14387,2,1018,0,2,12,2,4,True,6,0,1,16.0,4,0,2,1,0,2,0.5529838149056747
237,BR1_3044994250,1839,GameComplete,13,Ryze,4,0,10,7,False,True,False,False,11950,TOP,3040,3089,3135,3113,1082,3020,3364,2,3,12,0,0,0,0I6tHayp-EWPoQmhTIp7_5nr0JlCsGXFEfJ7MpPQeR4gnAPocYfvk2sabaRGuJVatMPUZLLKUI_ZGw,Chall no Fort,589,200,24366,21914,0,1772,0,1,22,6,4,True,6,0,0,2.25,0,0,0,1,0,0,0.7386124659116718
238,BR1_3044990400,1897,GameComplete,122,Darius,5,0,10,1,False,False,False,False,13163,TOP,3078,6610,3053,1057,3066,3047,3364,2,5,6,0,0,0,0I6tHayp-EWPoQmhTIp7_5nr0JlCsGXFEfJ7MpPQeR4gnAPocYfvk2sabaRGuJVatMPUZLLKUI_ZGw,Chall no Fort,589,100,19006,37816,0,13218,0,1,22,1,8,False,3,0,1,1.6,3,1,0,2,0,2,0.7038488037313101
239,BR1_3044986753,1526,GameComplete,13,Ryze,3,0,0,5,True,False,False,False,12650,TOP,3040,2420,0,3135,3089,3020,3364,3,5,0,0,0,0,0I6tHayp-EWPoQmhTIp7_5nr0JlCsGXFEfJ7MpPQeR4gnAPocYfvk2sabaRGuJVatMPUZLLKUI_ZGw,Chall no Fort,589,100,19091,12635,0,576,0,0,10,3,3,False,2,0,0,2.3333333333333335,1,0,1,0,0,2,0.4049399084764325
240,BR1_3050291170,1680,GameComplete,57,Maokai,7,0,2,0,False,False,True,False,5950,UTILITY,6653,3871,3020,3067,1057,0,3364,0,1,0,0,0,0,9mpeydBUfk259r5oIAEH_ZrUtC8f2pvxBsXmEraD0COecL6CcAU3kggYIxRLwadmX9aMbfaPlDZfuQ,Kami,790,100,16344,21930,0,4073,0,0,55,6,23,False,7,0,1,1.1428571428571428,0,0,0,0,0,0,1.9976464395367377
241,BR1_3050283033,1835,GameComplete,22,Ashe,11,0,0,0,False,False,True,False,10300,BOTTOM,1055,3302,3006,3153,3085,0,3363,0,1,2,0,1,0,9mpeydBUfk259r5oIAEH_ZrUtC8f2pvxBsXmEraD0COecL6CcAU3kggYIxRLwadmX9aMbfaPlDZfuQ,Kami,790,100,20081,26634,0,4232,0,0,18,1,9,False,5,0,0,0.5454545454545454,0,1,0,0,0,0,0.5917184237632293
242,BR1_3050273098,1672,GameComplete,51,Caitlyn,2,0,0,0,False,True,False,False,12600,BOTTOM,1055,3031,3006,6676,3094,6670,3363,12,12,0,0,0,0,9mpeydBUfk259r5oIAEH_ZrUtC8f2pvxBsXmEraD0COecL6CcAU3kggYIxRLwadmX9aMbfaPlDZfuQ,Kami,789,200,30651,19293,0,3451,0,7,28,8,9,True,5,0,1,8.5,0,0,3,0,0,0,1.029902559316647
243,BR1_3050256795,1508,GameComplete,136,AurelionSol,1,0,3,1,False,False,True,False,11300,BOTTOM,1056,2503,3116,6653,3020,3147,3363,4,8,4,0,0,0,9mpeydBUfk259r5oIAEH_ZrUtC8f2pvxBsXmEraD0COecL6CcAU3kggYIxRLwadmX9aMbfaPlDZfuQ,Kami,789,100,25071,12354,0,2201,0,0,13,3,8,True,8,0,0,16.0,2,1,0,0,0,0,0.539555760383173
244,BR1_3050238160,2120,GameComplete,51,Caitlyn,3,0,1,0,False,False,False,False,14550,BOTTOM,1055,3006,6676,3033,3031,3046,3363,4,10,12,0,0,0,9mpeydBUfk259r5oIAEH_ZrUtC8f2pvxBsXmEraD0COecL6CcAU3kggYIxRLwadmX9aMbfaPlDZfuQ,Kami,789,200,31499,25113,0,5911,0,0,28,7,11,True,3,0,0,4.333333333333333,1,1,1,1,0,0,0.798050424463824
245,BR1_3048104452,1374,GameComplete,81,Ezreal,7,1,5,2,False,False,True,False,7208,BOTTOM,1055,0,3078,3042,2022,2422,3363,0,2,4,0,0,0,_MHdLO7ajIt5bW8iJhEGK4gLL_l4O5Blvjisqk3zCmCe3XoLGXbtTcfHUfwQLQxXiIDAWAb0qLLfWg,Rest at the end,433,200,19173,18439,0,2107,0,1,13,2,7,False,4,0,1,0.8571428571428571,0,0,0,0,0,1,0.5969130578107034
246,BR1_3046910283,1790,GameComplete,81,Ezreal,5,6,4,5,False,False,False,False,12183,BOTTOM,1055,1038,3078,3161,3042,3158,3363,6,10,8,0,0,0,_MHdLO7ajIt5bW8iJhEGK4gLL_l4O5Blvjisqk3zCmCe3XoLGXbtTcfHUfwQLQxXiIDAWAb0qLLfWg,Rest at the end,433,200,24857,21813,0,4636,0,3,31,4,13,True,5,0,1,3.0,3,0,0,0,0,2,1.0542364666455661
247,BR1_3045605792,1950,GameComplete,110,Varus,8,4,14,3,False,False,False,False,15715,BOTTOM,6665,2055,3047,3302,3124,3153,3363,4,10,15,0,0,0,_MHdLO7ajIt5bW8iJhEGK4gLL_l4O5Blvjisqk3zCmCe3XoLGXbtTcfHUfwQLQxXiIDAWAb0qLLfWg,Rest at the end,433,200,35822,32021,0,8831,0,2,31,4,12,False,11,0,1,2.625,1,4,3,1,0,0,0.9703321066173399
248,BR1_3045583918,1868,GameComplete,110,Varus,6,1,8,5,False,False,False,False,13580,BOTTOM,6695,3142,3009,6694,3070,3814,3363,3,7,4,0,0,0,_MHdLO7ajIt5bW8iJhEGK4gLL_l4O5Blvjisqk3zCmCe3XoLGXbtTcfHUfwQLQxXiIDAWAb0qLLfWg,Rest at the end,433,100,28392,14679,4,1663,0,4,21,7,8,True,3,1,1,1.6666666666666667,1,0,0,1,0,1,0.6881548131094883
249,BR1_3045561990,1712,GameComplete,429,Kalista,10,2,4,6,False,False,False,False,11160,BOTTOM,3153,3124,3302,1055,3006,0,3363,2,5,3,0,0,0,_MHdLO7ajIt5bW8iJhEGK4gLL_l4O5Blvjisqk3zCmCe3XoLGXbtTcfHUfwQLQxXiIDAWAb0qLLfWg,Rest at the end,433,100,20802,24894,0,4678,0,1,15,4,5,False,8,0,0,1.3,2,1,0,0,0,1,0.5358536970494913
250,BR1_3047762577,2127,GameComplete,9,FiddleSticks,14,3,0,0,False,False,False,False,13075,JUNGLE,4645,3020,6653,4632,3118,3916,3330,0,10,167,0,0,0,Alp4gy3cT55ZBig0oPBjx9d8QPVGZlelgychzPlePxT2mCYMEVtY9Q9cEf9kjwPJuO8ubZbdjB1CPg,Kouwae,331,200,32363,54319,3,21129,0,0,33,6,3,False,9,0,0,1.3571428571428572,1,1,0,0,0,1,0.9565666923406433
251,BR1_3047687499,1466,GameComplete,9,FiddleSticks,8,0,3,1,False,True,True,False,9625,JUNGLE,1058,3020,6653,2055,3118,3145,3330,2,7,128,0,0,0,Alp4gy3cT55ZBig0oPBjx9d8QPVGZlelgychzPlePxT2mCYMEVtY9Q9cEf9kjwPJuO8ubZbdjB1CPg,Kouwae,331,200,19411,30320,0,13642,0,0,35,3,0,False,9,0,0,2.0,0,2,0,0,0,0,1.4469226329162723
252,BR1_3047667084,1490,GameComplete,9,FiddleSticks,3,0,2,2,False,True,False,False,10725,JUNGLE,3118,3020,6653,2055,3135,1052,3330,3,9,159,0,0,0,Alp4gy3cT55ZBig0oPBjx9d8QPVGZlelgychzPlePxT2mCYMEVtY9Q9cEf9kjwPJuO8ubZbdjB1CPg,Kouwae,331,200,22656,30310,6,20488,0,0,37,4,0,True,13,1,0,7.333333333333333,2,0,1,1,0,4,1.5262447114073265
253,BR1_3047125411,1949,GameComplete,9,FiddleSticks,5,2,4,1,True,False,False,False,11700,JUNGLE,3118,3020,6653,0,4630,4645,3330,5,7,207,0,0,0,Alp4gy3cT55ZBig0oPBjx9d8QPVGZlelgychzPlePxT2mCYMEVtY9Q9cEf9kjwPJuO8ubZbdjB1CPg,Kouwae,331,100,24425,44192,10,23834,0,1,41,7,2,True,13,0,0,4.0,3,1,0,0,0,1,1.2760011696226858
254,BR1_3047042485,1526,GameComplete,9,FiddleSticks,4,2,5,1,False,False,False,False,11550,JUNGLE,3118,3020,2055,3089,1052,6653,3330,4,6,178,0,0,0,Alp4gy3cT55ZBig0oPBjx9d8QPVGZlelgychzPlePxT2mCYMEVtY9Q9cEf9kjwPJuO8ubZbdjB1CPg,Kouwae,331,200,20013,41767,14,29161,0,1,27,1,2,True,16,2,1,5.5,1,0,1,1,0,1,1.0977565531206257
255,BR1_3047482935,1022,GameComplete,157,Yasuo,1,1,5,0,False,False,True,False,6425,MIDDLE,3153,1042,3006,6670,0,1054,3340,2,3,4,0,0,0,mhcrN3VaQvX3m4xftx6aT64xtEOmhvKLAk8eaJ1NQbOeDzTYRL7xDcQ2jHyFqQDit_MmZLGLI-81dQ,,175,200,6121,7283,0,1145,0,1,11,2,6,True,0,0,0,3.0,0,0,1,0,0,0,0.679306319116014
256,BR1_3047458996,1828,GameComplete,17,Teemo,6,3,11,0,False,False,False,False,11675,TOP,2503,3118,1058,3020,6653,0,3340,2,4,8,0,0,0,mhcrN3VaQvX3m4xftx6aT64xtEOmhvKLAk8eaJ1NQbOeDzTYRL7xDcQ2jHyFqQDit_MmZLGLI-81dQ,,175,200,38285,20912,0,1503,0,4,28,2,12,True,13,0,0,2.8333333333333335,1,0,0,0,0,0,0.9450540379449089
257,BR1_3047444192,1406,GameComplete,41,Gangplank,4,0,20,0,False,False,False,False,9383,TOP,3078,2031,3047,3033,3134,0,3340,0,2,3,0,0,0,mhcrN3VaQvX3m4xftx6aT64xtEOmhvKLAk8eaJ1NQbOeDzTYRL7xDcQ2jHyFqQDit_MmZLGLI-81dQ,,175,100,12003,16497,0,1650,0,1,10,0,7,False,3,0,1,1.25,1,1,0,0,0,1,0.46402721565744326
258,BR1_3047415899,2400,GameComplete,161,Velkoz,10,7,8,0,False,False,False,False,11450,UTILITY,3152,3871,3916,4628,6653,3020,3364,2,6,0,0,0,0,mhcrN3VaQvX3m4xftx6aT64xtEOmhvKLAk8eaJ1NQbOeDzTYRL7xDcQ2jHyFqQDit_MmZLGLI-81dQ,,175,200,35006,36108,0,6561,1096,0,107,7,49,False,20,0,1,2.6,3,1,0,1,0,2,2.6892861812317985
259,BR1_3047389695,2038,GameComplete,126,Jayce,14,2,4,3,False,False,False,False,14850,TOP,3155,6694,3158,3042,3814,6692,3363,3,11,3,0,0,0,mhcrN3VaQvX3m4xftx6aT64xtEOmhvKLAk8eaJ1NQbOeDzTYRL7xDcQ2jHyFqQDit_MmZLGLI-81dQ,,175,200,38317,31924,0,1109,0,1,19,1,13,False,10,0,0,1.5,3,1,0,1,0,0,0.5602563495523679
260,BR1_3046552083,1572,GameComplete,268,Azir,7,4,11,2,False,False,False,False,9385,MIDDLE,1056,2031,3115,1058,6653,3020,3363,2,2,16,0,0,0,vx76gXZVP80OuKGy6dSdlP5x95AtFTD9i2jwaA5DG1fCr45np4ihAaMfddFwRvmG69hHEqGo8QLZQA,,124,200,18289,20661,4,283,0,0,29,3,11,False,3,0,1,0.7142857142857143,0,0,0,0,0,1,1.114989056372142
261,BR1_3046305869,1167,GameComplete,110,Varus,7,5,6,7,False,False,True,False,6550,BOTTOM,1055,1037,1042,0,3006,3153,3363,2,4,4,0,0,0,vx76gXZVP80OuKGy6dSdlP5x95AtFTD9i2jwaA5DG1fCr45np4ihAaMfddFwRvmG69hHEqGo8QLZQA,,123,200,14189,14412,0,2361,0,0,24,4,12,False,3,0,0,1.0,4,0,1,0,0,1,1.2618293500775821
262,BR1_3046261591,1113,GameComplete,110,Varus,3,5,2,0,False,False,True,False,9060,BOTTOM,1055,3153,3047,0,1043,3124,3363,2,7,0,0,0,0,vx76gXZVP80OuKGy6dSdlP5x95AtFTD9i2jwaA5DG1fCr45np4ihAaMfddFwRvmG69hHEqGo8QLZQA,,123,100,9654,8417,0,2350,0,2,22,4,10,True,1,0,0,2.6666666666666665,5,0,1,0,0,1,1.207747034728344
263,BR1_3046222825,924,GameComplete,110,Varus,2,2,1,2,False,False,True,False,5200,BOTTOM,1055,3153,3006,0,1042,0,3340,4,7,0,0,0,0,vx76gXZVP80OuKGy6dSdlP5x95AtFTD9i2jwaA5DG1fCr45np4ihAaMfddFwRvmG69hHEqGo8QLZQA,,123,200,10683,8580,0,2181,0,0,13,1,7,True,4,0,1,5.5,3,0,2,0,0,1,0.9021351196831382
264,BR1_3045986347,2140,GameComplete,57,Maokai,7,14,2,8,False,False,False,False,9325,UTILITY,3075,3143,3047,3869,1028,2055,3364,0,1,0,0,0,0,vx76gXZVP80OuKGy6dSdlP5x95AtFTD9i2jwaA5DG1fCr45np4ihAaMfddFwRvmG69hHEqGo8QLZQA,,123,200,15364,31102,0,7526,588,0,115,7,56,True,30,0,1,4.428571428571429,0,0,0,0,1,0,3.245068538872796
265,BR1_3047594465,1428,GameComplete,777,Yone,4,2,1,0,True,False,False,False,12125,MIDDLE,3031,1036,3006,3153,6673,1054,3340,5,7,8,0,0,0,_7qauJfRl51Nl6IFxwVvs4dTt2-WEi7d8eyXZAlRO7t6ThWjruzifNWOgwtrUFrw7muv1j_qjcS8Fg,,96,200,27869,30168,5,11252,0,2,18,1,8,True,11,0,0,4.5,3,0,0,1,0,1,0.7832134372951801
266,BR1_3047584180,1767,GameComplete,901,Smolder,5,0,2,0,False,False,False,False,12800,MIDDLE,3042,3161,3140,3158,3094,3147,3363,4,10,13,0,0,0,_7qauJfRl51Nl6IFxwVvs4dTt2-WEi7d8eyXZAlRO7t6ThWjruzifNWOgwtrUFrw7muv1j_qjcS8Fg,,96,200,26922,22171,4,3513,0,3,25,3,9,True,7,0,1,3.4,2,2,4,3,0,0,0.8617723157297771
267,BR1_3047569752,1689,GameComplete,893,Aurora,9,4,9,3,False,False,False,False,11325,MIDDLE,4646,3089,2055,3118,3020,1056,3364,3,10,0,0,0,0,_7qauJfRl51Nl6IFxwVvs4dTt2-WEi7d8eyXZAlRO7t6ThWjruzifNWOgwtrUFrw7muv1j_qjcS8Fg,,96,200,30524,28564,0,3421,0,0,17,2,7,False,6,0,0,1.7777777777777777,4,1,1,1,0,0,0.6189388866561156
268,BR1_3047540390,1454,GameComplete,112,Viktor,4,0,3,0,False,False,False,False,10100,MIDDLE,3100,6655,4630,3020,1082,1026,3363,2,4,4,0,0,0,_7qauJfRl51Nl6IFxwVvs4dTt2-WEi7d8eyXZAlRO7t6ThWjruzifNWOgwtrUFrw7muv1j_qjcS8Fg,,96,200,20479,17050,0,1868,0,1,14,2,7,True,7,0,0,2.75,3,0,0,0,0,3,0.5809460411970374
269,BR1_3047517467,1650,GameComplete,117,Lulu,10,8,10,0,True,False,True,False,7800,UTILITY,2065,3114,3870,3158,3067,3504,3364,2,8,0,0,0,0,_7qauJfRl51Nl6IFxwVvs4dTt2-WEi7d8eyXZAlRO7t6ThWjruzifNWOgwtrUFrw7muv1j_qjcS8Fg,,96,200,14563,22466,0,971,0,0,75,7,31,False,9,0,1,1.7,4,2,1,2,2,1,2.7337291570175775
270,BR1_3049636918,1401,GameComplete,799,Ambessa,8,0,4,0,False,False,True,False,6950,TOP,3161,6692,0,0,1001,0,3340,0,2,0,0,0,0,3P2s0JqyxeC_dmoujZ67KZ4D862lpf_epyVb8V4wgywdYzt3QSab8Pr6P-KMXvrBV5dzlqBK-cpNbw,Klng Ramos,241,200,15919,25141,0,2239,0,0,16,1,8,False,5,0,0,0.875,0,0,0,1,0,0,0.6873516576627673
271,BR1_3049619907,1289,GameComplete,68,Rumble,9,0,1,0,False,True,True,False,7850,TOP,6653,3145,3020,3916,1058,0,3340,2,4,4,0,0,0,3P2s0JqyxeC_dmoujZ67KZ4D862lpf_epyVb8V4wgywdYzt3QSab8Pr6P-KMXvrBV5dzlqBK-cpNbw,Klng Ramos,241,200,14057,17264,0,389,0,0,13,0,7,False,8,0,0,1.3333333333333333,0,1,0,0,0,0,0.6119512441504998
272,BR1_3049389901,1905,GameComplete,266,Aatrox,5,1,5,0,True,False,False,False,15125,TOP,3161,6694,3047,6699,2021,6610,3340,9,18,6,0,0,0,3P2s0JqyxeC_dmoujZ67KZ4D862lpf_epyVb8V4wgywdYzt3QSab8Pr6P-KMXvrBV5dzlqBK-cpNbw,Klng Ramos,241,100,53360,65501,0,33749,0,3,19,1,10,True,7,0,0,5.0,5,2,4,4,0,4,0.6045943586244557
273,BR1_3049361534,1851,GameComplete,897,KSante,7,1,0,1,False,False,False,False,12875,TOP,2504,3047,6662,6665,3211,3067,3340,3,7,2,0,0,0,3P2s0JqyxeC_dmoujZ67KZ4D862lpf_epyVb8V4wgywdYzt3QSab8Pr6P-KMXvrBV5dzlqBK-cpNbw,Klng Ramos,241,200,27556,43317,0,4703,0,2,16,0,10,False,6,0,0,1.8571428571428572,3,0,0,2,0,3,0.5423348723503256
274,BR1_3049339150,1294,GameComplete,799,Ambessa,4,0,5,0,True,False,False,False,12500,TOP,3142,6699,1001,3814,6692,1055,3340,7,15,6,0,0,0,3P2s0JqyxeC_dmoujZ67KZ4D862lpf_epyVb8V4wgywdYzt3QSab8Pr6P-KMXvrBV5dzlqBK-cpNbw,Klng Ramos,241,100,36289,22316,4,7101,0,4,10,0,6,True,4,0,1,4.75,6,2,2,2,0,9,0.4796048522127411
275,BR1_3047087811,914,GameComplete,41,Gangplank,3,1,5,0,False,False,True,False,4358,BOTTOM,1054,2031,3078,1001,0,0,3340,0,1,0,0,0,0,IPbG-NwEwvsmTBjXa79bQJbUMujTBMwU-vkv6wBTKXiSPO_WLi3JckkWYVLpD8zJHSWTvOQCumnGAw,DU REALLY MAD,637,100,6419,11018,0,1218,0,0,10,0,6,False,0,0,0,0.3333333333333333,0,1,0,0,0,1,0.6881541208132322
276,BR1_3045623727,1318,GameComplete,41,Gangplank,2,1,6,0,False,False,True,False,8408,TOP,6676,3078,3158,1018,0,0,3340,2,3,0,0,0,0,IPbG-NwEwvsmTBjXa79bQJbUMujTBMwU-vkv6wBTKXiSPO_WLi3JckkWYVLpD8zJHSWTvOQCumnGAw,DU REALLY MAD,636,100,10786,11832,0,2249,0,1,12,0,9,True,1,0,1,2.0,1,0,0,0,0,0,0.5819558577797352
277,BR1_3044277302,1772,GameComplete,41,Gangplank,3,2,17,0,True,False,False,False,12458,MIDDLE,6676,3078,6673,3158,1018,1037,3340,3,8,4,0,0,0,IPbG-NwEwvsmTBjXa79bQJbUMujTBMwU-vkv6wBTKXiSPO_WLi3JckkWYVLpD8zJHSWTvOQCumnGAw,DU REALLY MAD,635,200,29437,25930,0,8061,0,2,29,5,12,True,9,0,0,5.666666666666667,0,0,1,1,0,4,0.9934161182393643
278,BR1_3044254581,1824,GameComplete,41,Gangplank,6,2,13,0,False,False,False,False,14233,TOP,3078,6695,3036,6676,1018,3047,3363,5,7,0,0,0,0,IPbG-NwEwvsmTBjXa79bQJbUMujTBMwU-vkv6wBTKXiSPO_WLi3JckkWYVLpD8zJHSWTvOQCumnGAw,DU REALLY MAD,635,100,25836,29469,0,3982,0,4,25,4,12,False,5,0,1,2.0,3,3,0,0,0,1,0.8245203266622975
279,BR1_3043965058,1660,GameComplete,150,Gnar,7,0,4,1,False,False,False,False,8258,TOP,1055,2031,2055,3047,3071,3078,3340,0,3,7,0,0,0,IPbG-NwEwvsmTBjXa79bQJbUMujTBMwU-vkv6wBTKXiSPO_WLi3JckkWYVLpD8zJHSWTvOQCumnGAw,DU REALLY MAD,635,200,16218,25168,0,2989,0,0,20,2,9,False,6,0,1,1.2857142857142858,1,0,0,0,0,0,0.7350032888911234
280,BR1_3049987875,1461,GameComplete,517,Sylas,9,6,0,0,True,False,True,False,8325,UTILITY,3152,3157,3877,2055,0,3020,3364,0,4,0,0,1,0,2yH3KAuTPtf91g9RD0YzDg0Wbu-tsjjady8pMTypik8gG9c1awuFf0Ur7EMSM4nH7HLYmr83aVCfBA,O MELHOR MOMOCHI,928,200,18672,22759,0,2988,0,0,69,9,31,False,11,0,0,1.6666666666666667,2,0,0,1,0,1,2.855142491280478
281,BR1_3049971360,1222,GameComplete,497,Rakan,3,4,0,3,False,False,True,False,5200,UTILITY,3222,3876,2055,3158,1004,3067,3364,0,0,0,0,0,0,2yH3KAuTPtf91g9RD0YzDg0Wbu-tsjjady8pMTypik8gG9c1awuFf0Ur7EMSM4nH7HLYmr83aVCfBA,O MELHOR MOMOCHI,928,200,4612,13661,0,5022,2067,0,46,8,22,True,9,0,1,3.0,0,0,0,0,2,0,2.2791834906723993
282,BR1_3049951372,1501,GameComplete,53,Blitzcrank,2,12,1,1,False,False,True,False,7200,UTILITY,3877,2055,3742,3009,3067,1029,3364,0,1,0,0,0,0,2yH3KAuTPtf91g9RD0YzDg0Wbu-tsjjady8pMTypik8gG9c1awuFf0Ur7EMSM4nH7HLYmr83aVCfBA,O MELHOR MOMOCHI,928,200,8285,16907,0,2787,0,0,82,7,36,True,19,0,0,10.0,0,0,0,0,0,0,3.2985875396099202
283,BR1_3049544217,2540,GameComplete,526,Rell,13,14,10,2,False,True,False,False,10450,UTILITY,3190,3869,2055,3083,3111,3067,3364,0,0,0,0,0,0,2yH3KAuTPtf91g9RD0YzDg0Wbu-tsjjady8pMTypik8gG9c1awuFf0Ur7EMSM4nH7HLYmr83aVCfBA,O MELHOR MOMOCHI,927,200,11860,53283,0,0,0,0,150,14,64,False,21,0,1,1.6153846153846154,0,0,0,0,0,0,3.5476491853356604
284,BR1_3045327963,1618,GameComplete,84,Akali,7,2,7,0,False,False,False,False,10130,MIDDLE,1026,4630,4646,3020,4645,1054,3364,2,5,0,0,0,0,2yH3KAuTPtf91g9RD0YzDg0Wbu-tsjjady8pMTypik8gG9c1awuFf0Ur7EMSM4nH7HLYmr83aVCfBA,O MELHOR MOMOCHI,927,100,18858,28587,0,1750,0,2,22,5,5,False,2,0,0,1.0,3,0,0,1,0,4,0.8297828279337254
285,BR1_3049527143,924,GameComplete,58,Renekton,1,0,4,1,False,False,True,False,5450,TOP,1054,3047,6692,1036,1036,0,3340,0,0,3,0,0,0,XnGVwrfuRaS03jRp2cIZMhsdYZTr-01wfWDFJS0CHzqMQD4d5Px5Layj2i8fX6iSDhd-eRb4cEe_bA,GENZest1,969,100,6205,13500,2,3926,0,1,8,1,5,True,2,0,1,2.0,0,0,0,0,0,0,0.5742148985031356
