,match_id,game_duration,result,champion_id,champion_name,deaths,control_wards_placed,enemy_missing_pings,enemy_vision_pings,first_blood_kill,first_blood_assist,surrender,early_surrender,gold_spent,role,item0,item1,item2,item3,item4,item5,item6,largest_killing_spree,kills,neutral_minions_killed,stolen_objects,stolen_objects_assist,pentakills,puuid,summoner_name,summoner_level,team_id,total_damage_dealt,total_damage_taken,jungle_stole,total_heal,total_heal_teammate,turret_kills,vision_score,wards_killed,wards_placed,win,assists,buff_stolen,first_turret,kda,kills_near_enemy_turrets,kills_under_turret,multi_kills,outnumbered_kills,save_ally,solo_kills,vision_per_min
0,BR1_3050161105,1626,GameComplete,893,Aurora,5,2,10,13,False,False,False,False,10250,TOP,1058,4646,1058,3020,1082,3118,3363,2,4,2,0,0,0,1xHcB3dGcWANeBntLEWlfxAHR9VPglTSf1qV_TquVnaleVjhdYso2U0Z8T6bHEsUCEQNdDppGEpQ7A,random gap,942,200,28972,21728,0,4262,0,1,22,2,11,False,6,0,1,2.0,2,0,0,1,0,2,0.846804245013187
1,BR1_3049761538,1450,GameComplete,893,Aurora,0,2,17,4,False,False,False,False,12450,MIDDLE,3089,0,4646,3041,3020,3118,3363,12,12,4,0,0,0,1xHcB3dGcWANeBntLEWlfxAHR9VPglTSf1qV_TquVnaleVjhdYso2U0Z8T6bHEsUCEQNdDppGEpQ7A,random gap,942,200,36078,12994,4,5291,0,3,12,2,8,True,8,0,1,20.0,1,2,1,1,0,1,0.5227486690265041
2,BR1_3043274053,1855,GameComplete,893,Aurora,2,3,11,9,False,False,False,False,12975,MIDDLE,3135,1058,4646,3041,3118,3020,3363,5,9,0,0,0,0,1xHcB3dGcWANeBntLEWlfxAHR9VPglTSf1qV_TquVnaleVjhdYso2U0Z8T6bHEsUCEQNdDppGEpQ7A,random gap,941,100,30891,20649,0,3570,0,3,21,3,10,True,6,0,1,7.5,3,1,0,3,0,3,0.7071377639276607
3,BR1_3043251739,2381,GameComplete,166,Akshan,3,1,21,9,False,False,True,False,24075,MIDDLE,3033,3094,3072,3742,6676,3031,3363,6,10,11,0,0,0,1xHcB3dGcWANeBntLEWlfxAHR9VPglTSf1qV_TquVnaleVjhdYso2U0Z8T6bHEsUCEQNdDppGEpQ7A,random gap,941,100,40034,25844,10,7802,0,5,48,6,14,False,3,1,1,4.333333333333333,2,0,4,1,0,1,1.2315291229466394
4,BR1_3042855360,1470,GameComplete,893,Aurora,2,2,10,11,False,False,False,False,10510,MIDDLE,1056,4646,3020,3041,1026,3118,3363,8,8,0,0,0,0,1xHcB3dGcWANeBntLEWlfxAHR9VPglTSf1qV_TquVnaleVjhdYso2U0Z8T6bHEsUCEQNdDppGEpQ7A,random gap,941,100,21812,15463,0,3391,0,2,18,0,9,True,4,0,0,6.0,0,0,2,0,0,1,0.7463590211665331
5,BR1_3050056172,2547,GameComplete,77,Udyr,9,0,4,4,False,False,False,False,15000,JUNGLE,3110,6653,3065,3047,8020,3075,3364,3,6,255,0,0,0,4FRogKJxnPLAzhOl4ofD-PN7j-TjWC2LTfxx-i32XL6-qvtHTQGIbUmJ2DCD2IOQW71Huxy7IeuXRA,HoiMainVayneNé,69,100,44466,59510,20,24796,0,0,20,5,3,True,14,1,1,2.2222222222222223,1,1,1,2,0,0,0.48913766714755313
6,BR1_3050036130,1651,GameComplete,11,MasterYi,9,1,3,2,True,False,False,False,9900,JUNGLE,6672,3006,1043,1037,1052,3153,3364,0,3,150,0,0,0,4FRogKJxnPLAzhOl4ofD-PN7j-TjWC2LTfxx-i32XL6-qvtHTQGIbUmJ2DCD2IOQW71Huxy7IeuXRA,HoiMainVayneNé,69,100,20681,33824,12,14590,0,2,16,3,2,True,14,2,1,1.8888888888888888,0,0,0,2,0,0,0.6119648881359644
7,BR1_3049885375,643,GameComplete,11,MasterYi,0,0,2,0,False,False,True,False,2925,JUNGLE,1102,1037,1043,1042,1036,1001,3364,5,5,72,0,0,0,4FRogKJxnPLAzhOl4ofD-PN7j-TjWC2LTfxx-i32XL6-qvtHTQGIbUmJ2DCD2IOQW71Huxy7IeuXRA,HoiMainVayneNé,69,200,3862,8967,8,6280,0,0,5,1,1,True,0,1,1,5.0,2,0,2,3,0,2,0.49406534198046453
8,BR1_3049881606,1442,GameComplete,77,Udyr,3,2,0,3,False,False,False,False,14950,JUNGLE,4401,3742,6653,3041,3111,8020,3364,18,21,152,0,0,0,4FRogKJxnPLAzhOl4ofD-PN7j-TjWC2LTfxx-i32XL6-qvtHTQGIbUmJ2DCD2IOQW71Huxy7IeuXRA,HoiMainVayneNé,69,100,37621,34665,42,22007,0,2,17,1,3,True,10,4,1,10.333333333333334,5,2,6,5,0,4,0.7382646426552425
9,BR1_3049880183,986,GameComplete,11,MasterYi,0,1,3,0,False,True,True,False,6650,JUNGLE,0,3153,6690,1043,3047,1042,3364,6,6,116,0,0,0,4FRogKJxnPLAzhOl4ofD-PN7j-TjWC2LTfxx-i32XL6-qvtHTQGIbUmJ2DCD2IOQW71Huxy7IeuXRA,HoiMainVayneNé,69,100,7833,13910,8,10278,0,0,12,2,2,True,3,1,1,9.0,1,0,0,0,0,1,0.7367921530778558
10,BR1_3049958746,1927,GameComplete,104,Graves,5,4,8,7,True,False,False,False,14850,JUNGLE,3033,0,3031,6676,6699,3111,3364,8,9,191,0,0,0,s8qcLieY9RtxNGgJ7_cNHb7yM8Y8FJB8NBirXIGwdja2O6ZAIjDASVNBpXDBmeDsw7ZhrNqiwVy4dQ,couria,137,100,27371,27174,22,9818,0,2,40,8,5,False,4,2,1,2.6,2,0,1,0,0,1,1.2684747145216304
11,BR1_3049949807,910,GameComplete,72,Skarner,5,1,1,2,False,False,True,False,4500,JUNGLE,0,2055,0,1102,3084,3047,3364,2,3,77,0,0,0,s8qcLieY9RtxNGgJ7_cNHb7yM8Y8FJB8NBirXIGwdja2O6ZAIjDASVNBpXDBmeDsw7ZhrNqiwVy4dQ,couria,137,200,4132,18795,8,6790,0,0,15,4,2,False,0,0,0,0.6,1,0,0,0,0,0,1.0209345933862493
12,BR1_3047883215,1925,GameComplete,57,Maokai,7,7,7,19,False,False,False,False,7625,UTILITY,3876,3190,3222,0,3067,3111,3364,0,1,0,0,0,0,s8qcLieY9RtxNGgJ7_cNHb7yM8Y8FJB8NBirXIGwdja2O6ZAIjDASVNBpXDBmeDsw7ZhrNqiwVy4dQ,couria,137,100,11031,31278,0,8696,664,0,106,15,38,True,15,0,0,2.2857142857142856,0,0,0,0,2,0,3.321966775708337
13,BR1_3047855804,1819,GameComplete,143,Zyra,11,7,13,15,False,False,True,False,7175,UTILITY,3876,1026,4630,3916,3116,3020,3364,2,4,0,0,0,0,s8qcLieY9RtxNGgJ7_cNHb7yM8Y8FJB8NBirXIGwdja2O6ZAIjDASVNBpXDBmeDsw7ZhrNqiwVy4dQ,couria,137,100,13429,25624,0,2737,300,0,80,7,38,False,11,0,1,1.3636363636363635,0,3,0,1,0,0,2.656762664056696
14,BR1_3047837015,1640,GameComplete,78,Poppy,8,9,13,19,True,False,True,False,7725,UTILITY,3877,8020,0,0,3742,3009,3364,3,5,0,0,0,0,s8qcLieY9RtxNGgJ7_cNHb7yM8Y8FJB8NBirXIGwdja2O6ZAIjDASVNBpXDBmeDsw7ZhrNqiwVy4dQ,couria,137,200,15053,26584,0,1977,0,0,83,5,36,False,8,0,1,1.625,2,1,0,0,0,0,3.0650130114907146
15,BR1_3050322984,1826,GameComplete,893,Aurora,4,3,3,0,True,False,False,False,11675,TOP,3089,4629,0,3020,6653,0,3364,8,9,0,0,0,0,lxDFRePgBH1_H4C9lD0lwixoJNYWgydXZWe-aq42qs7HV_PeOKjkDhz9cZvZ0O4jmoGAANakw2WYRQ,RISE zKs,1274,100,41149,27910,0,8348,0,1,23,4,9,True,13,0,0,5.5,1,0,1,0,0,1,0.771152254668075
16,BR1_3050316990,815,GameComplete,893,Aurora,1,1,2,0,False,True,True,False,3875,MIDDLE,1056,6655,0,1001,0,0,3340,0,2,0,0,0,0,lxDFRePgBH1_H4C9lD0lwixoJNYWgydXZWe-aq42qs7HV_PeOKjkDhz9cZvZ0O4jmoGAANakw2WYRQ,RISE zKs,1274,200,7856,7151,0,1617,0,0,10,1,5,True,2,0,1,4.0,1,0,0,0,0,2,0.7572889052520034
17,BR1_3050311889,1565,GameComplete,24,Jax,6,0,11,1,False,False,True,False,9433,TOP,1054,2421,6610,3078,1001,0,3340,2,2,0,0,0,0,lxDFRePgBH1_H4C9lD0lwixoJNYWgydXZWe-aq42qs7HV_PeOKjkDhz9cZvZ0O4jmoGAANakw2WYRQ,RISE zKs,1274,100,16174,34383,0,3285,0,0,11,0,7,False,7,0,0,1.5,1,0,0,0,0,2,0.4377290652690675
18,BR1_3050198033,2808,GameComplete,41,Gangplank,6,5,6,2,False,False,False,False,21758,TOP,6673,3033,3031,3047,6676,3078,3363,4,8,12,0,0,0,lxDFRePgBH1_H4C9lD0lwixoJNYWgydXZWe-aq42qs7HV_PeOKjkDhz9cZvZ0O4jmoGAANakw2WYRQ,RISE zKs,1274,200,53668,52460,8,20860,0,4,37,3,18,False,8,2,0,2.6666666666666665,1,1,1,1,0,1,0.7937763114088183
19,BR1_3050169083,1747,GameComplete,126,Jayce,7,1,5,0,False,True,False,False,10905,TOP,3121,2502,3071,3158,1011,0,3363,2,3,2,0,0,0,lxDFRePgBH1_H4C9lD0lwixoJNYWgydXZWe-aq42qs7HV_PeOKjkDhz9cZvZ0O4jmoGAANakw2WYRQ,RISE zKs,1274,200,17737,29228,0,4307,0,1,26,6,8,False,2,0,1,0.7142857142857143,0,1,0,0,0,1,0.9246677929806634
20,BR1_3050258756,2209,GameComplete,427,Ivern,6,3,5,6,False,False,True,False,12825,JUNGLE,3041,2065,3107,6617,6621,3158,3364,2,3,182,0,0,0,JhQ8zU4LD8LqD7pG_CxmrU_yqpOvrG6sSUZulZnDBfyP730Bi7TvDX4C4ZsdfZUyrWKDI_S7OwhcVQ,Josedeodo2,148,200,15097,27326,32,16066,8448,0,47,13,5,False,22,2,1,4.166666666666667,0,1,0,0,6,0,1.2861875977231758
21,BR1_3050237911,1950,GameComplete,72,Skarner,5,6,3,3,False,False,False,False,11350,JUNGLE,2502,3084,3053,1028,0,3111,3364,0,4,143,0,0,0,JhQ8zU4LD8LqD7pG_CxmrU_yqpOvrG6sSUZulZnDBfyP730Bi7TvDX4C4ZsdfZUyrWKDI_S7OwhcVQ,Josedeodo2,148,100,28613,40655,33,17450,0,0,42,9,8,True,15,1,0,3.8,1,0,0,1,0,0,1.3178723501378073
22,BR1_3050198033,2808,GameComplete,120,Hecarim,5,3,8,6,True,False,False,False,16375,JUNGLE,3161,3158,6333,3050,3053,3071,3364,2,2,271,0,0,0,JhQ8zU4LD8LqD7pG_CxmrU_yqpOvrG6sSUZulZnDBfyP730Bi7TvDX4C4ZsdfZUyrWKDI_S7OwhcVQ,Josedeodo2,148,100,24742,81407,40,43706,0,0,67,22,6,True,20,3,1,4.4,0,1,0,0,0,0,1.4355038215536664
23,BR1_3050169083,1747,GameComplete,104,Graves,1,4,4,2,False,False,False,False,14275,JUNGLE,3111,3142,2055,3031,3036,6676,3364,10,10,218,0,0,0,JhQ8zU4LD8LqD7pG_CxmrU_yqpOvrG6sSUZulZnDBfyP730Bi7TvDX4C4ZsdfZUyrWKDI_S7OwhcVQ,Josedeodo2,148,100,28840,24283,24,15282,0,4,43,11,5,True,15,1,0,25.0,2,0,0,0,0,3,1.4954767176193076
24,BR1_3049927935,1507,GameComplete,64,LeeSin,2,5,2,5,False,False,False,False,11475,JUNGLE,3053,6692,0,6610,1028,3111,3340,8,15,146,0,0,0,JhQ8zU4LD8LqD7pG_CxmrU_yqpOvrG6sSUZulZnDBfyP730Bi7TvDX4C4ZsdfZUyrWKDI_S7OwhcVQ,Josedeodo2,148,100,36292,32092,14,21045,0,1,35,7,14,True,16,3,1,15.5,1,3,1,2,0,2,1.4311709390205425
25,BR1_3049983180,913,GameComplete,64,LeeSin,1,2,6,1,False,True,True,False,5750,JUNGLE,0,6692,2021,3133,2422,0,3340,5,7,102,0,0,0,2azJ7A8Kt-OxKc5a3MAbDyuXXuWfeMxrcuOz4EuB2FeRvJeuThbuI1-BopQ8S8Hhwj2gVuT_pRPFtA,prime disamis,385,100,11330,14806,6,11028,0,0,12,1,6,True,6,1,1,13.0,1,1,0,0,0,2,0.8266459859082683
26,BR1_3049958746,1927,GameComplete,76,Nidalee,6,5,17,0,False,False,False,False,12375,JUNGLE,4628,3157,4630,3020,6653,1082,3364,4,8,198,0,0,0,2azJ7A8Kt-OxKc5a3MAbDyuXXuWfeMxrcuOz4EuB2FeRvJeuThbuI1-BopQ8S8Hhwj2gVuT_pRPFtA,prime disamis,385,200,20060,44880,36,31772,4745,3,32,6,6,True,17,4,0,4.166666666666667,0,2,1,0,3,2,0.9987813043638627
27,BR1_3049255629,2322,GameComplete,64,LeeSin,6,7,35,4,False,False,False,False,14625,JUNGLE,6610,3143,3076,3047,3053,6692,3340,2,6,196,0,0,0,2azJ7A8Kt-OxKc5a3MAbDyuXXuWfeMxrcuOz4EuB2FeRvJeuThbuI1-BopQ8S8Hhwj2gVuT_pRPFtA,prime disamis,385,100,29957,49898,12,23613,0,0,41,3,22,False,11,2,1,2.8333333333333335,1,0,0,2,0,0,1.0703792934323797
28,BR1_3049187756,2248,GameComplete,76,Nidalee,11,4,48,2,False,False,False,False,15900,JUNGLE,3100,3157,1058,3020,3135,6653,3364,3,15,169,0,0,0,2azJ7A8Kt-OxKc5a3MAbDyuXXuWfeMxrcuOz4EuB2FeRvJeuThbuI1-BopQ8S8Hhwj2gVuT_pRPFtA,prime disamis,385,200,49234,55683,11,30470,6001,0,48,13,5,False,12,0,0,2.4545454545454546,3,1,2,1,0,4,1.2910273309238098
29,BR1_3048383543,1520,GameComplete,64,LeeSin,5,2,14,0,False,False,True,False,8875,JUNGLE,6610,6692,3044,2422,2022,1037,3340,4,4,140,0,0,0,2azJ7A8Kt-OxKc5a3MAbDyuXXuWfeMxrcuOz4EuB2FeRvJeuThbuI1-BopQ8S8Hhwj2gVuT_pRPFtA,prime disamis,384,100,7555,27108,8,13471,0,1,27,3,12,False,1,0,1,1.0,1,1,0,0,0,1,1.0690732028941032
30,BR1_3050233779,1245,GameComplete,112,Viktor,5,0,3,2,False,False,True,False,7650,BOTTOM,3020,1056,6655,3100,0,0,3363,2,4,0,0,0,0,3GPjIdbRhaQdfa5yc6GFSV_MrfkOXB-uR5vw79DQ8O3uMgCMBMMnaJgN32Tmz_Gm19OGIf9HW07khg,Morttheus,791,100,15697,12216,0,513,0,0,2,0,3,False,1,0,0,1.0,0,1,0,0,0,0,0.11783320384253834
31,BR1_3050161105,1626,GameComplete,517,Sylas,5,3,11,0,False,False,False,False,11225,MIDDLE,3152,3157,0,3111,4629,1082,3364,6,11,4,0,0,0,3GPjIdbRhaQdfa5yc6GFSV_MrfkOXB-uR5vw79DQ8O3uMgCMBMMnaJgN32Tmz_Gm19OGIf9HW07khg,Morttheus,791,100,27220,36180,0,9476,0,1,32,8,7,True,10,0,0,4.2,3,1,3,1,0,0,1.2071133856820981
32,BR1_3049958746,1927,GameComplete,429,Kalista,6,3,14,0,False,False,False,False,12775,BOTTOM,1011,1031,3124,3006,3153,3302,3363,2,7,9,0,0,0,3GPjIdbRhaQdfa5yc6GFSV_MrfkOXB-uR5vw79DQ8O3uMgCMBMMnaJgN32Tmz_Gm19OGIf9HW07khg,Morttheus,790,200,29712,30873,0,6487,0,1,44,9,9,True,13,0,0,3.3333333333333335,2,0,1,0,0,2,1.3770483258091386
33,BR1_3049914587,1446,GameComplete,22,Ashe,4,3,5,0,False,True,True,False,13475,BOTTOM,3035,3123,3085,3006,3072,6672,3363,6,12,12,0,0,0,3GPjIdbRhaQdfa5yc6GFSV_MrfkOXB-uR5vw79DQ8O3uMgCMBMMnaJgN32Tmz_Gm19OGIf9HW07khg,Morttheus,790,100,23938,15956,12,6747,0,4,31,8,9,True,12,0,1,6.0,3,0,0,1,0,0,1.2876931734025698
34,BR1_3049712033,1724,GameComplete,429,Kalista,8,2,7,0,True,False,False,False,17025,BOTTOM,6665,3302,3124,3006,3153,3091,3363,7,17,25,0,0,0,3GPjIdbRhaQdfa5yc6GFSV_MrfkOXB-uR5vw79DQ8O3uMgCMBMMnaJgN32Tmz_Gm19OGIf9HW07khg,Morttheus,790,100,35148,28323,13,9600,0,3,25,7,8,False,9,1,1,3.25,7,1,2,0,0,1,0.8840838887560173
35,BR1_3048614035,1974,GameComplete,893,Aurora,6,0,13,3,False,False,False,False,13750,MIDDLE,3118,4645,3020,4646,3137,0,3364,7,9,0,0,0,0,FCDlhOEy7_NHM0D35KZo7EuinJXc-_QZcLgwNLAhjCwHzqx2p2PQIbVed0YWFFZTVXf_L4FLX3eAaQ,Fuuu,467,200,40018,29455,0,5553,596,5,23,5,9,False,12,0,0,3.5,4,2,0,1,0,2,0.7004356591093636
36,BR1_3048599059,911,GameComplete,61,Orianna,2,3,1,1,False,True,True,False,6275,MIDDLE,1056,3040,3145,3020,1052,0,3363,3,5,0,0,0,0,FCDlhOEy7_NHM0D35KZo7EuinJXc-_QZcLgwNLAhjCwHzqx2p2PQIbVed0YWFFZTVXf_L4FLX3eAaQ,Fuuu,467,100,9911,6783,0,261,0,1,13,2,7,True,5,0,1,5.0,3,1,0,1,0,3,0.9145551123784329
37,BR1_3048584375,964,GameComplete,893,Aurora,3,1,8,2,True,False,True,False,5335,MIDDLE,1056,3118,3020,1082,0,1052,3363,0,4,0,0,0,0,FCDlhOEy7_NHM0D35KZo7EuinJXc-_QZcLgwNLAhjCwHzqx2p2PQIbVed0YWFFZTVXf_L4FLX3eAaQ,Fuuu,467,100,14014,11672,0,1868,0,0,13,3,9,False,0,0,0,1.3333333333333333,0,3,0,0,0,3,0.8224697585499646
38,BR1_3048336355,1133,GameComplete,42,Corki,1,1,10,8,False,False,True,False,9058,MIDDLE,1055,3042,3047,3078,1042,1018,3364,5,8,8,0,0,0,FCDlhOEy7_NHM0D35KZo7EuinJXc-_QZcLgwNLAhjCwHzqx2p2PQIbVed0YWFFZTVXf_L4FLX3eAaQ,Fuuu,467,100,21937,13629,0,3026,0,2,21,5,5,True,2,0,1,10.0,2,0,1,2,0,3,1.125087705910917
39,BR1_3048167435,1148,GameComplete,22,Ashe,5,1,8,1,False,True,True,False,8975,BOTTOM,3046,6672,3006,1055,1018,1036,3363,3,6,0,0,0,0,FCDlhOEy7_NHM0D35KZo7EuinJXc-_QZcLgwNLAhjCwHzqx2p2PQIbVed0YWFFZTVXf_L4FLX3eAaQ,Fuuu,467,100,14792,11871,0,1889,0,1,14,1,6,False,3,0,0,1.8,2,1,1,3,0,2,0.7388787626853196
40,BR1_3047747942,1536,GameComplete,111,Nautilus,1,13,1,9,False,True,False,False,7825,UTILITY,3190,0,3877,0,3050,3111,3364,0,1,0,0,0,0,IVozP_g_oR94a34gSUnKW2Db3HYWmE9weEtXG9H1qC4d83qh6XUItYaMtPIxTD7aj6E_Z3FJnur-nw,zayBao,985,100,9431,18428,0,2316,0,2,67,4,32,True,21,0,1,22.0,0,0,0,0,0,0,2.64939109077143
41,BR1_3046606428,1727,GameComplete,526,Rell,5,10,1,12,False,False,False,False,7350,UTILITY,3190,3050,3876,0,1028,3111,3364,0,2,0,0,0,0,IVozP_g_oR94a34gSUnKW2Db3HYWmE9weEtXG9H1qC4d83qh6XUItYaMtPIxTD7aj6E_Z3FJnur-nw,zayBao,985,200,9761,17152,0,1104,0,0,102,10,40,True,19,0,0,4.2,0,1,0,0,0,0,3.56157286306602
42,BR1_3046579580,1759,GameComplete,89,Leona,6,11,5,27,False,True,False,False,7500,UTILITY,3190,3050,3877,2055,3047,0,3364,0,1,0,0,0,0,IVozP_g_oR94a34gSUnKW2Db3HYWmE9weEtXG9H1qC4d83qh6XUItYaMtPIxTD7aj6E_Z3FJnur-nw,zayBao,985,100,10059,21888,0,2424,191,0,88,16,32,True,14,0,1,2.5,0,0,0,0,0,0,3.0017160605093816
43,BR1_3046564498,1244,GameComplete,111,Nautilus,3,6,9,11,False,False,True,False,5600,UTILITY,3190,3047,3877,0,3067,1029,3364,3,4,0,0,0,0,IVozP_g_oR94a34gSUnKW2Db3HYWmE9weEtXG9H1qC4d83qh6XUItYaMtPIxTD7aj6E_Z3FJnur-nw,zayBao,985,100,8549,12730,0,596,0,0,45,4,23,True,8,0,1,4.0,3,1,0,1,1,0,2.2086080265316
44,BR1_3046544405,1546,GameComplete,497,Rakan,3,7,0,16,False,False,False,False,5925,UTILITY,3190,3111,3869,0,3067,3114,3364,0,1,0,0,0,0,IVozP_g_oR94a34gSUnKW2Db3HYWmE9weEtXG9H1qC4d83qh6XUItYaMtPIxTD7aj6E_Z3FJnur-nw,zayBao,985,100,5684,21860,0,5750,1123,0,82,8,47,False,7,0,0,2.6666666666666665,0,1,0,0,1,0,3.216554997524592
45,BR1_3045220523,1681,GameComplete,62,MonkeyKing,5,2,0,5,False,False,False,False,13183,JUNGLE,3078,6610,3047,6609,2019,3133,3364,9,14,161,1,0,0,15Xw7NEGNCHXRKGD9jsAMvjIAN3HUi3p6Se2pIrOtU7ht-L2cxbJY4zlpcPRqKoR7kPxxxIBvNto_w,,165,100,28954,41313,10,18190,0,1,29,8,4,False,3,0,0,3.4,2,2,2,3,0,0,1.0472363706960235
46,BR1_3045197262,1647,GameComplete,876,Lillia,6,1,2,1,False,False,False,False,11875,JUNGLE,3157,3020,3916,4633,6653,0,3364,3,7,169,0,0,0,15Xw7NEGNCHXRKGD9jsAMvjIAN3HUi3p6Se2pIrOtU7ht-L2cxbJY4zlpcPRqKoR7kPxxxIBvNto_w,,165,100,26416,43783,10,24756,0,1,23,6,4,True,10,1,1,2.8333333333333335,1,0,2,0,0,1,0.858967133813993
47,BR1_3045182112,1387,GameComplete,51,Caitlyn,2,1,1,2,False,False,False,False,9975,BOTTOM,3031,1055,3032,3006,3144,3086,3363,2,5,4,0,0,0,15Xw7NEGNCHXRKGD9jsAMvjIAN3HUi3p6Se2pIrOtU7ht-L2cxbJY4zlpcPRqKoR7kPxxxIBvNto_w,,165,200,16890,14009,0,5823,0,3,19,6,6,True,10,0,1,7.5,2,0,0,0,0,0,0.8279765144460091
48,BR1_3044828303,1537,GameComplete,62,MonkeyKing,2,2,10,4,False,False,True,False,12058,JUNGLE,3156,3078,3111,1037,0,6610,3364,6,11,151,0,0,0,15Xw7NEGNCHXRKGD9jsAMvjIAN3HUi3p6Se2pIrOtU7ht-L2cxbJY4zlpcPRqKoR7kPxxxIBvNto_w,,165,200,27434,35887,15,17684,0,1,25,10,2,True,9,0,1,10.0,2,1,2,3,0,1,0.9952197084716604
49,BR1_3044802480,102,GameComplete,62,MonkeyKing,0,0,0,0,False,False,False,True,450,JUNGLE,1102,0,0,0,0,0,3340,0,0,0,0,0,0,15Xw7NEGNCHXRKGD9jsAMvjIAN3HUi3p6Se2pIrOtU7ht-L2cxbJY4zlpcPRqKoR7kPxxxIBvNto_w,,165,200,0,238,0,125,0,0,0,0,0,True,0,0,0,0.0,0,0,0,0,0,0,0.0
50,BR1_3050161105,1626,GameComplete,9,FiddleSticks,4,1,2,0,False,False,False,False,10675,JUNGLE,6653,3020,3165,1052,3118,0,3330,5,6,151,0,0,0,Pw7nyW_-c98pE7Dw06UTXQ3jcF2v_ScwbAVpfE23pKo1DI2GnUlm3wFVpwV6_JqYeU6xAysj6qIZiw,Drakehero7,1061,200,28147,37793,4,20447,0,1,38,2,1,False,9,0,1,3.75,2,0,0,0,0,1,1.414303131306849
51,BR1_3049948580,1369,GameComplete,72,Skarner,6,3,2,0,False,False,True,False,8850,JUNGLE,2502,3084,3211,1028,3158,2055,3364,0,1,137,0,0,0,Pw7nyW_-c98pE7Dw06UTXQ3jcF2v_ScwbAVpfE23pKo1DI2GnUlm3wFVpwV6_JqYeU6xAysj6qIZiw,Drakehero7,1061,100,10257,36540,4,10780,0,0,22,6,5,False,7,0,0,1.3333333333333333,1,0,0,0,0,0,0.9645056380881664
52,BR1_3049916574,1502,GameComplete,799,Ambessa,8,2,3,0,True,False,False,False,8725,JUNGLE,3161,6692,2055,3134,3111,0,3364,2,4,126,0,0,0,Pw7nyW_-c98pE7Dw06UTXQ3jcF2v_ScwbAVpfE23pKo1DI2GnUlm3wFVpwV6_JqYeU6xAysj6qIZiw,Drakehero7,1060,100,13535,32611,0,12320,0,0,18,2,7,False,5,0,0,1.125,0,1,1,4,0,1,0.7369854254280453
53,BR1_3049526910,2434,GameComplete,799,Ambessa,5,0,8,0,False,True,True,False,14850,JUNGLE,3161,6692,3047,3071,6333,2021,3364,3,9,218,0,0,0,Pw7nyW_-c98pE7Dw06UTXQ3jcF2v_ScwbAVpfE23pKo1DI2GnUlm3wFVpwV6_JqYeU6xAysj6qIZiw,Drakehero7,1060,100,24963,49546,15,26428,0,1,34,12,2,True,13,0,1,4.4,1,0,0,5,0,1,0.8388137664739361
54,BR1_3048412689,2401,GameComplete,59,JarvanIV,9,4,12,0,False,True,False,False,16575,JUNGLE,3071,6610,3109,3110,3047,2504,3364,4,7,213,0,0,0,Pw7nyW_-c98pE7Dw06UTXQ3jcF2v_ScwbAVpfE23pKo1DI2GnUlm3wFVpwV6_JqYeU6xAysj6qIZiw,Drakehero7,1060,100,24377,61797,22,23439,0,3,63,17,8,False,25,1,1,3.5555555555555554,1,1,0,0,0,1,1.593566938507803
55,BR1_3049452383,1437,GameComplete,7,Leblanc,4,3,3,18,True,False,False,False,9750,MIDDLE,3089,3020,0,6655,1052,0,3364,6,6,0,0,0,0,vPjbI2TfU9uqD2F77KLj7anBFcmpoYuqou9ME_uGuxyw7jMehL9eohkSEht3zL_YH3AFQmNXazhSHw,Namiru,870,100,20757,17619,0,1562,0,0,17,3,7,False,6,0,0,3.0,2,0,0,1,0,1,0.7361626692048892
56,BR1_3049439241,1525,GameComplete,7,Leblanc,0,7,2,7,False,True,False,False,11225,MIDDLE,0,3135,1058,3111,6655,1058,3364,6,6,0,0,0,0,vPjbI2TfU9uqD2F77KLj7anBFcmpoYuqou9ME_uGuxyw7jMehL9eohkSEht3zL_YH3AFQmNXazhSHw,Namiru,870,100,15277,15941,0,1355,0,2,27,5,10,True,4,0,0,10.0,3,0,0,1,0,1,1.0805300048191895
57,BR1_3049421707,1543,GameComplete,7,Leblanc,2,6,3,13,False,False,False,False,12200,MIDDLE,1082,3089,0,3111,6655,3135,3364,8,10,0,0,0,0,vPjbI2TfU9uqD2F77KLj7anBFcmpoYuqou9ME_uGuxyw7jMehL9eohkSEht3zL_YH3AFQmNXazhSHw,Namiru,870,200,30762,15885,0,2744,0,5,35,8,11,True,9,0,1,9.5,2,0,1,2,0,1,1.3742840697277625
58,BR1_3049404714,1179,GameComplete,7,Leblanc,3,4,1,10,False,False,False,False,5100,MIDDLE,1056,0,2031,6655,3111,0,3364,2,2,0,0,0,0,vPjbI2TfU9uqD2F77KLj7anBFcmpoYuqou9ME_uGuxyw7jMehL9eohkSEht3zL_YH3AFQmNXazhSHw,Namiru,870,100,10708,14438,0,552,0,0,11,0,9,False,3,0,0,1.6666666666666667,1,1,0,0,0,1,0.5895669650947264
59,BR1_3049367538,2212,GameComplete,777,Yone,6,7,7,21,False,False,False,False,15450,MIDDLE,3091,3031,2055,3153,3006,6673,3340,3,7,15,0,0,0,vPjbI2TfU9uqD2F77KLj7anBFcmpoYuqou9ME_uGuxyw7jMehL9eohkSEht3zL_YH3AFQmNXazhSHw,Namiru,870,100,31576,38533,11,11491,0,0,44,6,19,False,8,0,1,2.5,0,1,0,3,0,1,1.2122434217582636
